КодЗаказа	ДатаРазмещения	ДатаИсполнения	Марка	Категория	Цена	Скидка	Количество	БазоваяЦена	Заказчик	ГородЗаказчика	СтранаЗаказчика	НазваниеПолучателя	СтранаПолучателя	Менеджер	Филиал	Поставщик	ГородПоставщика	СтранаПоставщика	Перевозчик	СтоимостьДоставки	СтоимостьДоставкиШт	ПоставкиПрекращены
10749	20.11.1997	19.12.1997	Escargots de Bourgogne	Рыбопродукты	550	0	6	596,25	Island Trading	Коувс	Великобритания	Island Trading	Великобритания	Воронова	Украина	Escargots Nouveaux	Монсо	Франция	Почта	61,53	3,13347222222222	0
10749	20.11.1997	19.12.1997	Konbu	Рыбопродукты	180	0	10	270	Island Trading	Коувс	Великобритания	Island Trading	Великобритания	Воронова	Украина	Mayumi's	Осака	Япония	Почта	61,53	1,0255	0
10750	21.11.1997	24.11.1997	Gula Malacca	Приправы	95	0,150000006	40	875,25	Wartian Herkku	Оулу	Финляндия	Wartian Herkku	Финляндия	Ясенева	Украина	Leka Trading	Сингапур	Сингапур	Ространс	79,3	0,402591850367401	0
10750	21.11.1997	24.11.1997	Rossle Sauerkraut	Фрукты	232,5	0,150000006	5	2052	Wartian Herkku	Оулу	Финляндия	Wartian Herkku	Финляндия	Ясенева	Украина	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Ространс	79,3	0,985290581162325	1
10750	21.11.1997	24.11.1997	Escargots de Bourgogne	Рыбопродукты	550	0,150000006	25	596,25	Wartian Herkku	Оулу	Финляндия	Wartian Herkku	Финляндия	Ясенева	Украина	Escargots Nouveaux	Монсо	Франция	Ространс	79,3	2,33079492317969	0
10751	24.11.1997	03.12.1997	Lakkalikoori	Напитки	258,9	0	30	810	Richter Supermarkt	Женева	Швейцария	Richter Supermarkt	Швейцария	Бабкина	Украина	Karkki Oy	Лапинранта	Финляндия	Иное	130,79	1,99014558085409	0
10751	24.11.1997	03.12.1997	Maxilaku	Кондитерские изделия	162,5	0,100000001	20	900	Richter Supermarkt	Женева	Швейцария	Richter Supermarkt	Швейцария	Бабкина	Украина	Karkki Oy	Лапинранта	Финляндия	Иное	130,79	1,24912575082576	0
10751	24.11.1997	03.12.1997	Mozzarella di Giovanni	Молочные продукты	312,3	0,100000001	12	1566	Richter Supermarkt	Женева	Швейцария	Richter Supermarkt	Швейцария	Бабкина	Украина	Formaggi Fortini s.r.l.	Равенна	Италия	Иное	130,79	2,40062751989468	0
10751	24.11.1997	03.12.1997	Ikura	Рыбопродукты	150	0	15	1395	Richter Supermarkt	Женева	Швейцария	Richter Supermarkt	Швейцария	Бабкина	Украина	Tokyo Traders	Токио	Япония	Иное	130,79	1,15303915460839	0
10752	24.11.1997	28.11.1997	Genen Shouyu	Приправы	180	0	8	697,5	North/South	Лондон	Великобритания	North/South	Великобритания	Новиков	Россия	Mayumi's	Осака	Япония	Иное	1,39	0,0992857142857143	1
10752	24.11.1997	28.11.1997	Grandma's Boysenberry Spread	Приправы	360	0	3	1125	North/South	Лондон	Великобритания	North/South	Великобритания	Новиков	Россия	Karkki Oy	Лапинранта	Финляндия	Иное	1,39	0,198571428571429	0
10753	25.11.1997	27.11.1997	Gula Malacca	Приправы	95	0	4	875,25	Franchi S.p.A.	Турин	Италия	Franchi S.p.A.	Италия	Бабкина	Украина	Leka Trading	Сингапур	Сингапур	Ространс	7,7	0,83125	0
10753	25.11.1997	27.11.1997	Queso Cabrales	Молочные продукты	100	0	5	945	Franchi S.p.A.	Турин	Италия	Franchi S.p.A.	Италия	Бабкина	Украина	Cooperativa de Quesos 'Las Cabras'	Овьедо	Испания	Ространс	7,7	0,875	0
10754	25.11.1997	27.11.1997	Chartreuse verte	Напитки	184	0	3	810	Magazzini Alimentari Riuniti	Бергамо	Италия	Magazzini Alimentari Riuniti	Италия	Акбаев	Россия	Aux joyeux ecclesiastiques	Париж	Франция	Иное	2,38	0,793333333333333	0
10755	26.11.1997	28.11.1997	Grandma's Boysenberry Spread	Приправы	360	0,25	25	1125	Bon app'	Марсель	Франция	Bon app'	Франция	Воронова	Украина	Karkki Oy	Лапинранта	Финляндия	Почта	16,71	0,231547344110855	0
10755	26.11.1997	28.11.1997	Gnocchi di nonna Alice	Хлебобулочные изделия	195	0,25	14	1710	Bon app'	Марсель	Франция	Bon app'	Франция	Воронова	Украина	Pasta Buttini s.r.l.	Салерно	Италия	Почта	16,71	0,125421478060046	0
10755	26.11.1997	28.11.1997	Pate chinois	Мясо/птица	380	0,25	30	1080	Bon app'	Марсель	Франция	Bon app'	Франция	Воронова	Украина	Ma Maison	Монреаль	Канада	Почта	16,71	0,244411085450346	0
10755	26.11.1997	28.11.1997	Spegesild	Рыбопродукты	95	0,25	30	540	Bon app'	Марсель	Франция	Bon app'	Франция	Воронова	Украина	Lyngbysild	Лингби	Дания	Почта	16,71	0,0611027713625866	0
10756	27.11.1997	02.12.1997	Steeleye Stout	Напитки	190	0,200000003	20	810	Split Rail Beer & Ale	Лендер	США	Split Rail Beer & Ale	США	Крылова	Россия	Bigfoot Breweries	Бенд	США	Почта	73,21	0,559191959798995	0
10756	27.11.1997	02.12.1997	Chef Anton's Gumbo Mix	Приправы	125	0,200000003	6	960,75	Split Rail Beer & Ale	Лендер	США	Split Rail Beer & Ale	США	Крылова	Россия	New Orleans Cajun Delights	Новый Орлеан	США	Почта	73,21	0,367889447236181	1
10756	27.11.1997	02.12.1997	Grandma's Boysenberry Spread	Приправы	360	0,200000003	20	1125	Split Rail Beer & Ale	Лендер	США	Split Rail Beer & Ale	США	Крылова	Россия	Karkki Oy	Лапинранта	Финляндия	Почта	73,21	1,0595216080402	0
10756	27.11.1997	02.12.1997	Wimmers gute Semmelknodel	Хлебобулочные изделия	625	0,200000003	21	1496,25	Split Rail Beer & Ale	Лендер	США	Split Rail Beer & Ale	США	Крылова	Россия	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Почта	73,21	1,8394472361809	0
10757	27.11.1997	15.12.1997	Chai	Напитки	332,5	0	24	810	Save-a-lot Markets	Буа	США	Save-a-lot Markets	США	Акбаев	Россия	ООО Экзотика	Москва	Россия	Ространс	8,19	0,0883573977936405	0
10757	27.11.1997	15.12.1997	Sirop d'erable	Приправы	493	0	30	1282,5	Save-a-lot Markets	Буа	США	Save-a-lot Markets	США	Акбаев	Россия	Forots d'Erables	Сте-Хиацинте	Канада	Ространс	8,19	0,131008111615834	0
10757	27.11.1997	15.12.1997	Geitost	Молочные продукты	140	0	30	112,5	Save-a-lot Markets	Буа	США	Save-a-lot Markets	США	Акбаев	Россия	Norske Meierier	Сандвикен	Норвегия	Ространс	8,19	0,0372031148604802	0
10757	27.11.1997	15.12.1997	Escargots de Bourgogne	Рыбопродукты	550	0	7	596,25	Save-a-lot Markets	Буа	США	Save-a-lot Markets	США	Акбаев	Россия	Escargots Nouveaux	Монсо	Франция	Ространс	8,19	0,146155094094744	0
10758	28.11.1997	04.12.1997	Mozzarella di Giovanni	Молочные продукты	312,3	0	20	1566	Richter Supermarkt	Женева	Швейцария	Richter Supermarkt	Швейцария	Бабкина	Украина	Formaggi Fortini s.r.l.	Равенна	Италия	Иное	138,17	2,62376815031011	0
10758	28.11.1997	04.12.1997	Manjimup Dried Apples	Фрукты	70	0	60	2385	Richter Supermarkt	Женева	Швейцария	Richter Supermarkt	Швейцария	Бабкина	Украина	G'day, Mate	Сидней	Австралия	Иное	138,17	0,588100449957436	0
10758	28.11.1997	04.12.1997	Uncle Bob's Organic Dried Pears	Фрукты	150	0	40	1350	Richter Supermarkt	Женева	Швейцария	Richter Supermarkt	Швейцария	Бабкина	Украина	Grandma Kelly's Homestead	Анн-Арбор	США	Иное	138,17	1,26021524990879	0
10759	28.11.1997	12.12.1997	Gorgonzola Telino	Молочные продукты	320	0	10	562,5	Ana Trujillo Emparelados	Мехико	Мексика	Ana Trujillo Emparedados y helados	Мексика	Бабкина	Украина	Formaggi Fortini s.r.l.	Равенна	Италия	Иное	11,99	1,199	0
10760	01.12.1997	10.12.1997	Flotemysost	Молочные продукты	140	0,25	12	967,5	Maison Dewey	Брюссель	Бельгия	Maison Dewey	Бельгия	Воронова	Украина	Norske Meierier	Сандвикен	Норвегия	Ространс	155,64	0,659491525423729	0
10760	01.12.1997	10.12.1997	Singaporean Hokkien Fried Mee	Хлебобулочные изделия	460	0,25	30	630	Maison Dewey	Брюссель	Бельгия	Maison Dewey	Бельгия	Воронова	Украина	Leka Trading	Сингапур	Сингапур	Ространс	155,64	2,16690072639225	1
10760	01.12.1997	10.12.1997	Rod Kaviar	Рыбопродукты	439	0	40	675	Maison Dewey	Брюссель	Бельгия	Maison Dewey	Бельгия	Воронова	Украина	Svensk Sjofoda AB	Стокгольм	Швеция	Ространс	155,64	2,06797699757869	0
10761	02.12.1997	08.12.1997	Flotemysost	Молочные продукты	140	0,25	35	967,5	Rattlesnake Canyon Grocery	Альбукерке	США	Rattlesnake Canyon Grocery	США	Кротов	Россия	Norske Meierier	Сандвикен	Норвегия	Почта	18,66	0,414996028594122	0
10761	02.12.1997	08.12.1997	Queso Manchego La Pastora	Молочные продукты	77,5	0	18	1710	Rattlesnake Canyon Grocery	Альбукерке	США	Rattlesnake Canyon Grocery	США	Кротов	Россия	Cooperativa de Quesos 'Las Cabras'	Овьедо	Испания	Почта	18,66	0,229729944400318	0
10762	02.12.1997	09.12.1997	Cote de Blaye	Напитки	180	0	16	11857,5	Folk och fa HB	Брекке	Швеция	Folk och fa HB	Швеция	Бабкина	Украина	Aux joyeux ecclesiastiques	Париж	Франция	Ространс	328,74	1,36438090846207	0
10762	02.12.1997	09.12.1997	Valkoinen suklaa	Кондитерские изделия	530	0	28	731,25	Folk och fa HB	Брекке	Швеция	Folk och fa HB	Швеция	Бабкина	Украина	Karkki Oy	Лапинранта	Финляндия	Ространс	328,74	4,01734378602721	0
10762	02.12.1997	09.12.1997	Pate chinois	Мясо/птица	380	0	60	1080	Folk och fa HB	Брекке	Швеция	Folk och fa HB	Швеция	Бабкина	Украина	Ma Maison	Монреаль	Канада	Ространс	328,74	2,88035969564215	0
10762	02.12.1997	09.12.1997	Spegesild	Рыбопродукты	95	0	30	540	Folk och fa HB	Брекке	Швеция	Folk och fa HB	Швеция	Бабкина	Украина	Lyngbysild	Лингби	Дания	Ространс	328,74	0,720089923910537	0
10763	03.12.1997	08.12.1997	Laughing Lumberjack Lager	Напитки	100	0	40	630	Folies gourmandes	Лилль	Франция	Folies gourmandes	Франция	Бабкина	Украина	Bigfoot Breweries	Бенд	США	Иное	37,35	0,606331168831169	0
10763	03.12.1997	08.12.1997	Outback Lager	Напитки	45	0	20	675	Folies gourmandes	Лилль	Франция	Folies gourmandes	Франция	Бабкина	Украина	Pavlova, Ltd.	Мельбурн	Австралия	Иное	37,35	0,272849025974026	0
10763	03.12.1997	08.12.1997	Scottish Longbreads	Кондитерские изделия	210	0	6	562,5	Folies gourmandes	Лилль	Франция	Folies gourmandes	Франция	Бабкина	Украина	Specialty Biscuits, Ltd.	Манчестер	Великобритания	Иное	37,35	1,27329545454545	0
10764	03.12.1997	08.12.1997	Cote de Blaye	Напитки	180	0,100000001	130	11857,5	Ernst Handel	Грасс	Австрия	Ernst Handel	Австрия	Акбаев	Россия	Aux joyeux ecclesiastiques	Париж	Франция	Иное	145,45	1,03074803149606	0
10764	03.12.1997	08.12.1997	Alice Mutton	Мясо/птица	100	0,100000001	20	1755	Ernst Handel	Грасс	Австрия	Ernst Handel	Австрия	Акбаев	Россия	Pavlova, Ltd.	Мельбурн	Австралия	Иное	145,45	0,57263779527559	1
10765	04.12.1997	09.12.1997	Chang	Напитки	210,5	0,100000001	80	855	QUICK-Stop	Кюневальд	Германия	QUICK-Stop	Германия	Бабкина	Украина	ООО Экзотика	Москва	Россия	Иное	42,74	0,53425	0
10766	05.12.1997	09.12.1997	Chef Anton's Gumbo Mix	Приправы	125	0	40	960,75	Ottilies Kaseladen	Кельн	Германия	Ottilies Kaseladen	Германия	Воронова	Украина	New Orleans Cajun Delights	Новый Орлеан	США	Ространс	157,55	0,85254329004329	1
10766	05.12.1997	09.12.1997	Pavlova	Кондитерские изделия	190	0	40	785,25	Ottilies Kaseladen	Кельн	Германия	Ottilies Kaseladen	Германия	Воронова	Украина	Pavlova, Ltd.	Мельбурн	Австралия	Ространс	157,55	1,2958658008658	0
10766	05.12.1997	09.12.1997	Sir Rodney's Scones	Кондитерские изделия	300	0	35	450	Ottilies Kaseladen	Кельн	Германия	Ottilies Kaseladen	Германия	Воронова	Украина	Specialty Biscuits, Ltd.	Манчестер	Великобритания	Ространс	157,55	2,0461038961039	0
10767	05.12.1997	15.12.1997	Jack's New England Clam Chowder	Рыбопродукты	140	0	2	434,25	Supremes delices	Шарлеруа	Бельгия	Supremes delices	Бельгия	Воронова	Украина	New England Seafood Cannery	Бостон	США	Иное	1,59	0,795	0
10768	08.12.1997	15.12.1997	Original Frankfurter grune Sosse	Приправы	125	0	50	585	Around the Horn	Лондон	Великобритания	Around the Horn	Великобритания	Бабкина	Украина	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Почта	146,32	1,23832092078538	0
10768	08.12.1997	15.12.1997	Northwoods Cranberry Sauce	Приправы	215	0	12	1800	Around the Horn	Лондон	Великобритания	Around the Horn	Великобритания	Бабкина	Украина	Grandma Kelly's Homestead	Анн-Арбор	США	Почта	146,32	2,12991198375085	0
10768	08.12.1997	15.12.1997	Scottish Longbreads	Кондитерские изделия	210	0	4	562,5	Around the Horn	Лондон	Великобритания	Around the Horn	Великобритания	Бабкина	Украина	Specialty Biscuits, Ltd.	Манчестер	Великобритания	Почта	146,32	2,08037914691943	0
10768	08.12.1997	15.12.1997	Raclette Courdavault	Молочные продукты	340	0	15	2475	Around the Horn	Лондон	Великобритания	Around the Horn	Великобритания	Бабкина	Украина	Gai paturage	Аннеси	Франция	Почта	146,32	3,36823290453622	0
10769	08.12.1997	12.12.1997	Sirop d'erable	Приправы	493	0	15	1282,5	Vaffeljernet	Орхус	Дания	Vaffeljernet	Дания	Бабкина	Украина	Forots d'Erables	Сте-Хиацинте	Канада	Ространс	65,06	1,88231103286385	0
10769	08.12.1997	12.12.1997	Camembert Pierrot	Молочные продукты	285	0	20	1540	Vaffeljernet	Орхус	Дания	Vaffeljernet	Дания	Бабкина	Украина	Gai paturage	Аннеси	Франция	Ространс	65,06	1,0881514084507	0
10769	08.12.1997	12.12.1997	Manjimup Dried Apples	Фрукты	70	0,050000001	15	2385	Vaffeljernet	Орхус	Дания	Vaffeljernet	Дания	Бабкина	Украина	G'day, Mate	Сидней	Австралия	Ространс	65,06	0,267265258215962	0
10769	08.12.1997	12.12.1997	Boston Crab Meat	Рыбопродукты	96,5	0,050000001	30	828	Vaffeljernet	Орхус	Дания	Vaffeljernet	Дания	Бабкина	Украина	New England Seafood Cannery	Бостон	США	Ространс	65,06	0,368444248826291	0
10770	09.12.1997	17.12.1997	NuNuCa Nuss-Nougat-Creme	Кондитерские изделия	210	0,25	15	630	Hanari Carnes	Рио-де-Жанейро	Бразилия	Hanari Carnes	Бразилия	Крылова	Россия	АО Германия-Россия	Москва	Россия	Иное	5,32	0,354666666666667	0
10771	10.12.1997	02.01.1998	Northwoods Cranberry Sauce	Приправы	215	0	16	1800	Ernst Handel	Грасс	Австрия	Ernst Handel	Австрия	Ясенева	Украина	Grandma Kelly's Homestead	Анн-Арбор	США	Почта	11,19	0,699375	0
10772	10.12.1997	19.12.1997	Rhonbrau Klosterbier	Напитки	1237,9	0	18	348,75	Lehmanns Marktstand	Франкфурт	Германия	Lehmanns Marktstand	Германия	Бабкина	Украина	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Почта	91,28	3,13595928086545	0
10772	10.12.1997	19.12.1997	Escargots de Bourgogne	Рыбопродукты	550	0	25	596,25	Lehmanns Marktstand	Франкфурт	Германия	Lehmanns Marktstand	Германия	Бабкина	Украина	Escargots Nouveaux	Монсо	Франция	Почта	91,28	1,39330931777688	0
10773	11.12.1997	16.12.1997	Vegie-spread	Приправы	390	0	33	1975,5	Ernst Handel	Грасс	Австрия	Ernst Handel	Австрия	Белова	Россия	Pavlova, Ltd.	Мельбурн	Австралия	Иное	96,43	1,69690693739425	0
10773	11.12.1997	16.12.1997	Original Frankfurter grune Sosse	Приправы	125	0,200000003	70	585	Ernst Handel	Грасс	Австрия	Ernst Handel	Австрия	Белова	Россия	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Иное	96,43	0,543880428652002	0
10773	11.12.1997	16.12.1997	Queso Manchego La Pastora	Молочные продукты	77,5	0,200000003	7	1710	Ernst Handel	Грасс	Австрия	Ernst Handel	Австрия	Белова	Россия	Cooperativa de Quesos 'Las Cabras'	Овьедо	Испания	Иное	96,43	0,337205865764241	0
10774	11.12.1997	12.12.1997	Original Frankfurter grune Sosse	Приправы	125	0,25	2	585	Folk och fa HB	Брекке	Швеция	Folk och fa HB	Швеция	Воронова	Украина	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Ространс	48,2	0,688571428571429	0
10774	11.12.1997	12.12.1997	Aniseed Syrup	Приправы	170	0	50	450	Folk och fa HB	Брекке	Швеция	Folk och fa HB	Швеция	Воронова	Украина	ООО Экзотика	Москва	Россия	Ространс	48,2	0,936457142857143	0
10775	12.12.1997	26.12.1997	Guarana Fantastica	Напитки	310	0	6	202,5	The Cracker Box	Бут	США	The Cracker Box	США	Кралев	Россия	Refrescos Americanas LTDA	Сан-Паулу	Бразилия	Ространс	20,25	2,75328947368421	1
10775	12.12.1997	26.12.1997	Chef Anton's Cajun Seasoning	Приправы	140	0	3	990	The Cracker Box	Бут	США	The Cracker Box	США	Кралев	Россия	New Orleans Cajun Delights	Новый Орлеан	США	Ространс	20,25	1,24342105263158	0
10776	15.12.1997	18.12.1997	Original Frankfurter grune Sosse	Приправы	125	0,050000001	16	585	Ernst Handel	Грасс	Австрия	Ernst Handel	Австрия	Белова	Россия	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Иное	351,53	0,629125205812871	0
10776	15.12.1997	18.12.1997	Gula Malacca	Приправы	95	0,050000001	27	875,25	Ernst Handel	Грасс	Австрия	Ernst Handel	Австрия	Белова	Россия	Leka Trading	Сингапур	Сингапур	Иное	351,53	0,478135156417782	0
10776	15.12.1997	18.12.1997	Valkoinen suklaa	Кондитерские изделия	530	0,050000001	120	731,25	Ernst Handel	Грасс	Австрия	Ernst Handel	Австрия	Белова	Россия	Karkki Oy	Лапинранта	Финляндия	Иное	351,53	2,66749087264657	0
10776	15.12.1997	18.12.1997	Jack's New England Clam Chowder	Рыбопродукты	140	0,050000001	12	434,25	Ernst Handel	Грасс	Австрия	Ernst Handel	Австрия	Белова	Россия	New England Seafood Cannery	Бостон	США	Иное	351,53	0,704620230510416	0
10777	15.12.1997	21.01.1998	Jack's New England Clam Chowder	Рыбопродукты	140	0,200000003	20	434,25	Gourmet Lanchonetes	Кампинас	Бразилия	Gourmet Lanchonetes	Бразилия	Кралев	Россия	New England Seafood Cannery	Бостон	США	Почта	3,01	0,1505	0
10778	16.12.1997	24.12.1997	Boston Crab Meat	Рыбопродукты	96,5	0	10	828	Berglunds snabbkop	Лулео	Швеция	Berglunds snabbkop	Швеция	Бабкина	Украина	New England Seafood Cannery	Бостон	США	Ространс	6,79	0,679	0
10779	16.12.1997	14.01.1998	Sirop d'erable	Приправы	493	0	20	1282,5	Morgenstern Gesundkost	Лейпциг	Германия	Morgenstern Gesundkost	Германия	Бабкина	Украина	Forots d'Erables	Сте-Хиацинте	Канада	Почта	58,13	2,1466734082397	0
10779	16.12.1997	14.01.1998	Nord-Ost Matjeshering	Рыбопродукты	174,5	0	20	1165,05	Morgenstern Gesundkost	Лейпциг	Германия	Morgenstern Gesundkost	Германия	Бабкина	Украина	Nord-Ost-Fisch mbH	Куксхавен	Германия	Почта	58,13	0,7598265917603	0
10780	16.12.1997	25.12.1997	Uncle Bob's Organic Dried Pears	Фрукты	150	0	35	1350	LILA-Supermercado	Баркисимето	Венесуэла	LILA-Supermercado	Венесуэлла	Новиков	Россия	Grandma Kelly's Homestead	Анн-Арбор	США	Ространс	42,13	0,877708333333333	0
10780	16.12.1997	25.12.1997	Tofu	Фрукты	130	0	15	1046,25	LILA-Supermercado	Баркисимето	Венесуэла	LILA-Supermercado	Венесуэлла	Новиков	Россия	Mayumi's	Осака	Япония	Ространс	42,13	0,760680555555556	0
10781	17.12.1997	19.12.1997	Queso Cabrales	Молочные продукты	100	0	35	945	Wartian Herkku	Оулу	Финляндия	Wartian Herkku	Финляндия	Новиков	Россия	Cooperativa de Quesos 'Las Cabras'	Овьедо	Испания	Иное	73,16	0,646089989844129	0
10781	17.12.1997	19.12.1997	Perth Pasties	Мясо/птица	74,5	0,200000003	3	1476	Wartian Herkku	Оулу	Финляндия	Wartian Herkku	Финляндия	Новиков	Россия	G'day, Mate	Сидней	Австралия	Иное	73,16	0,481337042433876	0
10781	17.12.1997	19.12.1997	Pate chinois	Мясо/птица	380	0,200000003	20	1080	Wartian Herkku	Оулу	Финляндия	Wartian Herkku	Финляндия	Новиков	Россия	Ma Maison	Монреаль	Канада	Иное	73,16	2,45514196140769	0
10782	17.12.1997	22.12.1997	Original Frankfurter grune Sosse	Приправы	125	0	1	585	Cactus Comidas para llevar	Буэнос-Айрес	Аргентина	Cactus Comidas para llevar	Аргентина	Ясенева	Украина	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Иное	1,1	1,1	0
10783	18.12.1997	19.12.1997	Original Frankfurter grune Sosse	Приправы	125	0	10	585	Hanari Carnes	Рио-де-Жанейро	Бразилия	Hanari Carnes	Бразилия	Воронова	Украина	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Почта	124,98	1,08301559792028	0
10783	18.12.1997	19.12.1997	Gravad lax	Рыбопродукты	2635	0	5	1170	Hanari Carnes	Рио-де-Жанейро	Бразилия	Hanari Carnes	Бразилия	Воронова	Украина	Svensk Sjofoda AB	Стокгольм	Швеция	Почта	124,98	22,8299688041594	0
10784	18.12.1997	22.12.1997	Steeleye Stout	Напитки	190	0	30	810	Magazzini Alimentari Riuniti	Бергамо	Италия	Magazzini Alimentari Riuniti	Италия	Воронова	Украина	Bigfoot Breweries	Бенд	США	Иное	70,09	0,80709696969697	0
10784	18.12.1997	22.12.1997	Cote de Blaye	Напитки	180	0,150000006	2	11857,5	Magazzini Alimentari Riuniti	Бергамо	Италия	Magazzini Alimentari Riuniti	Италия	Воронова	Украина	Aux joyeux ecclesiastiques	Париж	Франция	Иное	70,09	0,764618181818182	0
10784	18.12.1997	22.12.1997	Mishi Kobe Niku	Мясо/птица	348	0,150000006	30	4365	Magazzini Alimentari Riuniti	Бергамо	Италия	Magazzini Alimentari Riuniti	Италия	Воронова	Украина	Tokyo Traders	Токио	Япония	Иное	70,09	1,47826181818182	1
10785	18.12.1997	24.12.1997	Guarana Fantastica	Напитки	310	0	10	202,5	GROSELLA-Restaurante	Каракас	Венесуэла	GROSELLA-Restaurante	Венесуэлла	Белова	Россия	Refrescos Americanas LTDA	Сан-Паулу	Бразилия	Иное	1,51	0,1208	1
10785	18.12.1997	24.12.1997	Queso Manchego La Pastora	Молочные продукты	77,5	0	10	1710	GROSELLA-Restaurante	Каракас	Венесуэла	GROSELLA-Restaurante	Венесуэлла	Белова	Россия	Cooperativa de Quesos 'Las Cabras'	Овьедо	Испания	Иное	1,51	0,0302	0
10786	19.12.1997	23.12.1997	Lakkalikoori	Напитки	258,9	0,200000003	15	810	Queen Cozinha	Сан-Пауло	Бразилия	Queen Cozinha	Бразилия	Крылова	Россия	Karkki Oy	Лапинранта	Финляндия	Ространс	110,87	1,49981675679912	0
10786	19.12.1997	23.12.1997	Queso Manchego La Pastora	Молочные продукты	77,5	0,200000003	42	1710	Queen Cozinha	Сан-Пауло	Бразилия	Queen Cozinha	Бразилия	Крылова	Россия	Cooperativa de Quesos 'Las Cabras'	Овьедо	Испания	Ространс	110,87	0,448960211092823	0
10786	19.12.1997	23.12.1997	Gustaf's Knackebrod	Хлебобулочные изделия	400	0,200000003	30	945	Queen Cozinha	Сан-Пауло	Бразилия	Queen Cozinha	Бразилия	Крылова	Россия	PB Knackebrod AB	Гетеборг	Швеция	Ространс	110,87	2,31721399273715	0
10787	19.12.1997	26.12.1997	Rhonbrau Klosterbier	Напитки	1237,9	0,050000001	20	348,75	La maison d'Asie	Тулуза	Франция	La maison d'Asie	Франция	Новиков	Россия	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Ространс	249,93	11,2064744639235	0
10787	19.12.1997	26.12.1997	Pavlova	Кондитерские изделия	190	0,050000001	15	785,25	La maison d'Asie	Тулуза	Франция	La maison d'Asie	Франция	Новиков	Россия	Pavlova, Ltd.	Мельбурн	Австралия	Ространс	249,93	1,720034048102	0
10788	22.12.1997	19.01.1998	Louisiana Fiery Hot Pepper Sauce	Приправы	92	0,050000001	50	947,25	QUICK-Stop	Кюневальд	Германия	QUICK-Stop	Германия	Белова	Россия	New Orleans Cajun Delights	Новый Орлеан	США	Почта	42,7	0,510181818181818	0
10788	22.12.1997	19.01.1998	Queso Manchego La Pastora	Молочные продукты	77,5	0,050000001	40	1710	QUICK-Stop	Кюневальд	Германия	QUICK-Stop	Германия	Белова	Россия	Cooperativa de Quesos 'Las Cabras'	Овьедо	Испания	Почта	42,7	0,429772727272727	0
10789	22.12.1997	31.12.1997	Sasquatch Ale	Напитки	180	0	15	630	Folies gourmandes	Лилль	Франция	Folies gourmandes	Франция	Белова	Россия	Bigfoot Breweries	Бенд	США	Почта	100,6	0,49113100081367	0
10789	22.12.1997	31.12.1997	Chef Anton's Gumbo Mix	Приправы	125	0	18	960,75	Folies gourmandes	Лилль	Франция	Folies gourmandes	Франция	Белова	Россия	New Orleans Cajun Delights	Новый Орлеан	США	Почта	100,6	0,341063195009493	1
10789	22.12.1997	31.12.1997	Tarte au sucre	Кондитерские изделия	439	0	30	2218,5	Folies gourmandes	Лилль	Франция	Folies gourmandes	Франция	Белова	Россия	Forots d'Erables	Сте-Хиацинте	Канада	Почта	100,6	1,19781394087334	0
10789	22.12.1997	31.12.1997	Wimmers gute Semmelknodel	Хлебобулочные изделия	625	0	30	1496,25	Folies gourmandes	Лилль	Франция	Folies gourmandes	Франция	Белова	Россия	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Почта	100,6	1,70531597504746	0
10790	22.12.1997	26.12.1997	Sir Rodney's Scones	Кондитерские изделия	300	0,150000006	3	450	Gourmet Lanchonetes	Кампинас	Бразилия	Gourmet Lanchonetes	Бразилия	Акбаев	Россия	Specialty Biscuits, Ltd.	Манчестер	Великобритания	Ространс	28,23	0,996352941176471	0
10790	22.12.1997	26.12.1997	Pate chinois	Мясо/птица	380	0,150000006	20	1080	Gourmet Lanchonetes	Кампинас	Бразилия	Gourmet Lanchonetes	Бразилия	Акбаев	Россия	Ma Maison	Монреаль	Канада	Ространс	28,23	1,26204705882353	0
10791	23.12.1997	01.01.1998	Rhonbrau Klosterbier	Напитки	1237,9	0,050000001	14	348,75	Frankenversand	Мюнхен	Германия	Frankenversand	Германия	Акбаев	Россия	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Почта	16,85	1,08296807991444	0
10791	23.12.1997	01.01.1998	Boston Crab Meat	Рыбопродукты	96,5	0,050000001	20	828	Frankenversand	Мюнхен	Германия	Frankenversand	Германия	Акбаев	Россия	New England Seafood Cannery	Бостон	США	Почта	16,85	0,0844223440598943	0
